Price,Close,High,Low,Open,Volume
Ticker,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS
Date,,,,,
2020-03-26,195.07691955566406,208.1420135498047,179.88165283203125,182.72189331054688,21516
2020-03-27,197.6804656982422,207.05325317382812,195.97633361816406,196.92308044433594,5317
2020-03-30,193.89349365234375,200.71005249023438,184.8994140625,189.34910583496094,364088
2020-03-31,181.39645385742188,213.2544403076172,178.9822540283203,191.4792938232422,17690
2020-04-01,182.76922607421875,188.40235900878906,178.93490600585938,178.9822540283203,4708
2020-04-03,181.2544403076172,189.2544403076172,175.3372802734375,189.2544403076172,6373
2020-04-07,184.28402709960938,199.3372802734375,176.5207061767578,182.8165740966797,16830
2020-04-08,186.65089416503906,195.73963928222656,182.8165740966797,184.47337341308594,15500
2020-04-09,188.73373413085938,198.8165740966797,175.66864013671875,187.73963928222656,31143
2020-04-13,184.1420135498047,191.66864013671875,180.92308044433594,187.45562744140625,31986
2020-04-15,187.124267578125,198.72189331054688,184.1420135498047,184.1420135498047,20278
2020-04-16,189.0177459716797,194.0828399658203,187.45562744140625,193.79881286621094,13505
2020-04-17,188.92308044433594,198.72189331054688,173.8698272705078,194.0828399658203,24465
2020-04-20,186.93490600585938,196.73373413085938,185.5621337890625,191.2425994873047,35676
2020-04-21,179.0295867919922,192.18934631347656,172.875732421875,189.06509399414062,34161
2020-04-22,180.49703979492188,182.4378662109375,176.0946807861328,176.0946807861328,13913
2020-04-23,183.62130737304688,188.2130126953125,181.82247924804688,188.2130126953125,44352
2020-04-24,179.83432006835938,187.4082794189453,178.50888061523438,185.4201202392578,12891
2020-04-27,181.72781372070312,189.34910583496094,181.0177459716797,187.45562744140625,5855
2020-04-28,177.75148010253906,185.27810668945312,176.28402709960938,184.61538696289062,16536
2020-04-29,180.49703979492188,188.40235900878906,176.85206604003906,182.5325469970703,41003
2020-04-30,177.0414276123047,192.18934631347656,172.3076934814453,183.62130737304688,205645
2020-05-04,166.62721252441406,179.88165283203125,165.6804656982422,177.0414276123047,82765
2020-05-05,157.6331329345703,172.3076934814453,155.26626586914062,172.3076934814453,72461
2020-05-06,155.7869873046875,166.62721252441406,154.7928924560547,158.10650634765625,92261
